year,month,day,Location,Temperature,Percipitation,wind_pressure
2021,7,28,Cuddalore,29.62,0.2,100.55
2021,7,29,Cuddalore,29.63,0.15,100.57
2021,7,30,Cuddalore,29.65,0.4,100.66
2021,7,31,Cuddalore,30.36,0.63,100.69
2021,8,1,Cuddalore,29.98,0.72,100.6
2021,8,2,Cuddalore,29.84,0.85,100.6
2021,8,3,Cuddalore,30.26,0.54,100.75
2021,8,4,Cuddalore,30.42,0.57,100.72
2021,8,5,Cuddalore,30.21,0.6,100.62
2021,8,6,Cuddalore,30.15,1.69,100.51
2021,8,7,Cuddalore,29.8,5.95,100.57
2021,8,8,Cuddalore,29.9,0.98,100.64
2021,8,9,Cuddalore,30.26,2.42,100.65
2021,8,10,Cuddalore,30.11,3.53,100.59
2021,8,11,Cuddalore,28.93,12.4,100.61
2021,8,12,Cuddalore,28.76,4.45,100.69
2021,8,13,Cuddalore,28.92,7.26,100.6
2021,8,14,Cuddalore,29.08,8.3,100.45
2021,8,15,Cuddalore,29.38,10.82,100.49
2021,8,16,Cuddalore,29.43,2.71,100.59
2021,8,17,Cuddalore,29.16,6.32,100.65
2021,8,18,Cuddalore,29.12,2.56,100.57
2021,8,19,Cuddalore,29.55,0.73,100.49
2021,8,20,Cuddalore,28.57,0.44,100.63
2021,8,21,Cuddalore,28.27,10.39,100.8
2021,8,22,Cuddalore,28.68,8.99,100.77
2021,8,23,Cuddalore,28.81,4.64,100.72
2021,8,24,Cuddalore,29.19,3.75,100.68
2021,8,25,Cuddalore,29.44,1,100.55
2021,8,26,Cuddalore,29.3,2.18,100.41
2021,8,27,Cuddalore,28.98,8.13,100.38
2021,8,28,Cuddalore,28.83,11.98,100.28
2021,8,29,Cuddalore,28.61,5.38,100.31
2021,8,30,Cuddalore,28.78,2.75,100.39
2021,8,31,Cuddalore,28.99,1.01,100.49
2021,9,1,Cuddalore,28.83,2.83,100.63
2021,9,2,Cuddalore,28.59,11.32,100.62
2021,9,3,Cuddalore,28.04,16.87,100.6
2021,9,4,Cuddalore,28.32,8.85,100.54
2021,9,5,Cuddalore,28.57,2.81,100.49
2021,9,6,Cuddalore,28.31,0.44,100.48
2021,9,7,Cuddalore,28.7,0.43,100.55
2021,9,8,Cuddalore,28.51,0.45,100.67
2021,9,9,Cuddalore,28.87,0.29,100.72
2021,9,10,Cuddalore,28.76,1.52,100.63
2021,9,11,Cuddalore,28.7,1.39,100.55
2021,9,12,Cuddalore,28.76,1.47,100.46
2021,9,13,Cuddalore,28.83,0.4,100.4
2021,9,14,Cuddalore,28.96,1.13,100.5
2021,9,15,Cuddalore,29.35,2.47,100.55
2021,9,16,Cuddalore,29.05,3.11,100.56
2021,9,17,Cuddalore,28.71,5.35,100.51
2021,9,18,Cuddalore,28.69,4.89,100.68
2021,9,19,Cuddalore,28.88,5.53,100.77
2021,9,20,Cuddalore,29.09,2.5,100.7
2021,9,21,Cuddalore,29.15,5.17,100.6
2021,9,22,Cuddalore,29.15,1.16,100.46
2021,9,23,Cuddalore,29.33,2.59,100.5
2021,9,24,Cuddalore,28.9,5.39,100.58
2021,9,25,Cuddalore,29.28,5.11,100.5
2021,9,26,Cuddalore,28.4,57,100.35
2021,9,27,Cuddalore,28.98,0.51,100.21
2021,9,28,Cuddalore,28.42,0.78,100.49
2021,9,29,Cuddalore,28.95,0.22,100.64
2021,9,30,Cuddalore,28.78,6.38,100.73
2021,10,1,Cuddalore,28.95,8.38,100.69
2021,10,2,Cuddalore,28.65,7.83,100.63
2021,10,3,Cuddalore,29.03,3.72,100.63
2021,10,4,Cuddalore,29.22,5.25,100.57
2021,10,5,Cuddalore,28.68,14.83,100.52
2021,10,6,Cuddalore,29.01,2.67,100.45
2021,10,7,Cuddalore,29.12,4.37,100.51
2021,10,8,Cuddalore,28.93,13.26,100.56
2021,10,9,Cuddalore,28.67,30.62,100.7
2021,10,10,Cuddalore,28.64,7.42,100.65
2021,10,11,Cuddalore,28.62,19.26,100.54
2021,10,12,Cuddalore,28.51,6.88,100.54
2021,10,13,Cuddalore,28.98,3.25,100.48
2021,10,14,Cuddalore,29.15,1.57,100.39
2021,10,15,Cuddalore,28.61,5.43,100.19
2021,10,16,Cuddalore,28.94,6.47,100.15
2021,10,17,Cuddalore,28.74,5.7,100.3
2021,10,18,Cuddalore,28.68,10.12,100.59
2021,10,19,Cuddalore,28.55,6.21,100.83
2021,10,20,Cuddalore,28.84,4.93,101
2021,10,21,Cuddalore,28.98,3.58,101.04
2021,10,22,Cuddalore,29.06,1.25,101.08
2021,10,23,Cuddalore,28.99,5.54,101.14
2021,10,24,Cuddalore,29.03,10.89,101.13
2021,10,25,Cuddalore,28.78,3.23,100.95
2021,10,26,Cuddalore,28.77,2.3,100.86
2021,10,27,Cuddalore,28.73,2.21,100.86
2021,10,28,Cuddalore,28.23,10.35,100.84
2021,10,29,Cuddalore,28.38,29.91,100.94
2021,10,30,Cuddalore,28.22,30.72,101.05
2021,10,31,Cuddalore,28.39,21.96,100.95
2021,11,1,Cuddalore,28.33,16.8,100.89
2021,11,2,Cuddalore,28.26,22.48,100.93
2021,11,3,Cuddalore,28.01,20.69,100.95
2021,11,4,Cuddalore,27.96,14.6,100.93
2021,11,5,Cuddalore,27.8,16.6,100.86
2021,11,6,Cuddalore,27.8,17.23,100.75
2021,11,7,Cuddalore,28.05,10.18,100.71
2021,11,8,Cuddalore,28.11,47.99,100.77
2021,11,9,Cuddalore,27.44,33.81,100.81
2021,11,10,Cuddalore,26.83,51.12,100.61
2021,11,11,Cuddalore,26.88,19.63,100.2
2021,11,12,Cuddalore,27.92,2.62,100.52
2021,11,13,Cuddalore,27.44,12.69,100.67
2021,11,14,Cuddalore,27.63,8.01,100.67
2021,11,15,Cuddalore,27.68,8.25,100.56
2021,11,16,Cuddalore,27.74,4.04,100.59
2021,11,17,Cuddalore,27.51,22.16,100.76
2021,11,18,Cuddalore,27.16,19.98,100.16
2021,11,19,Cuddalore,27.44,25.85,100.2
2021,11,20,Cuddalore,27.76,10.72,100.48
2021,11,21,Cuddalore,27.71,5.58,100.8
2021,11,22,Cuddalore,27.52,2.01,100.9
2021,11,23,Cuddalore,27.6,4.35,100.85
2021,11,24,Cuddalore,27.54,3.15,100.85
2021,11,25,Cuddalore,27.59,18.46,100.8
2021,11,26,Cuddalore,27.52,104.35,100.81
2021,11,27,Cuddalore,27.27,15.61,100.88
2021,11,28,Cuddalore,27.15,37.29,100.95
2021,11,29,Cuddalore,27.13,21.12,101.08
2021,11,30,Cuddalore,27.37,4.85,101.03
2021,12,1,Cuddalore,27.51,5.73,100.98
2021,12,2,Cuddalore,27.1,0.94,101
2021,12,3,Cuddalore,26.66,0.24,101
2021,12,4,Cuddalore,27.29,0.12,101.01
2021,12,5,Cuddalore,27.66,0.28,101
2021,12,6,Cuddalore,27.69,1.21,100.99
2021,12,7,Cuddalore,27.31,0.21,101.04
2021,12,8,Cuddalore,27.35,0.6,101.06
2021,12,9,Cuddalore,27.3,2.94,101.15
2021,12,10,Cuddalore,27.17,0.96,101.24
2021,12,11,Cuddalore,27.3,2.14,101.18
2021,12,12,Cuddalore,27.28,1.78,101.21
2021,12,13,Cuddalore,27.18,3.55,101.1
2021,12,14,Cuddalore,27.09,4.99,101.05
2021,12,15,Cuddalore,26.91,4.75,101.1
2021,12,16,Cuddalore,26.52,6.36,101.2
2021,12,17,Cuddalore,26.26,2.64,101.28
2021,12,18,Cuddalore,26.26,0.54,101.23
2021,12,19,Cuddalore,25.99,0.08,101.34
2021,12,20,Cuddalore,25.94,0.01,101.34
2021,12,21,Cuddalore,25.77,0.02,101.38
2021,12,22,Cuddalore,25.44,0,101.28
2021,12,23,Cuddalore,25.1,0,101.22
2021,12,24,Cuddalore,25.48,0,101.24
2021,12,25,Cuddalore,25.46,0,101.28
2021,12,26,Cuddalore,25.65,0.02,101.39
2021,12,27,Cuddalore,25.92,0.19,101.41
2021,12,28,Cuddalore,26.03,0.21,101.32
2021,12,29,Cuddalore,26.1,0.33,101.24
2021,12,30,Cuddalore,26.37,16.7,101.29
2021,12,31,Cuddalore,26.54,17.22,101.34
2022,1,1,Cuddalore,26.48,13.06,101.39
2022,1,2,Cuddalore,26.26,4.55,101.33
2022,1,3,Cuddalore,25.98,0.11,101.31
2022,1,4,Cuddalore,25.72,0.07,101.36
2022,1,5,Cuddalore,25.65,0.18,101.33
2022,1,6,Cuddalore,26.04,1.09,101.24
2022,1,7,Cuddalore,26.04,1.06,101.28
2022,1,8,Cuddalore,25.95,0.22,101.3
2022,1,9,Cuddalore,26.01,0.14,101.17
2022,1,10,Cuddalore,26.25,0.27,101.15
2022,1,11,Cuddalore,26.31,0.11,101.14
2022,1,12,Cuddalore,26.51,0.16,101.09
2022,1,13,Cuddalore,26.74,0.44,101.03
2022,1,14,Cuddalore,26.97,0.28,101.01
2022,1,15,Cuddalore,26.8,0.24,101.1
2022,1,16,Cuddalore,26.83,3.09,101.24
2022,1,17,Cuddalore,26.69,4.65,101.39
2022,1,18,Cuddalore,26.29,0.38,101.37
2022,1,19,Cuddalore,26,0.2,101.2
2022,1,20,Cuddalore,25.73,0,101.05
2022,1,21,Cuddalore,26.12,0,101.06
2022,1,22,Cuddalore,26.47,0,100.88
2022,1,23,Cuddalore,26.65,0.08,100.88
2022,1,24,Cuddalore,26.76,0.63,100.85
2022,1,25,Cuddalore,26.67,0.42,100.89
2022,1,26,Cuddalore,26.51,0.09,100.94
2022,1,27,Cuddalore,26.5,0.1,101
2022,1,28,Cuddalore,26.56,0.35,101.12
2022,1,29,Cuddalore,26.65,1.45,101.18
2022,1,30,Cuddalore,26.51,0.45,101.12
2022,1,31,Cuddalore,26.52,0.04,101.06
2022,2,1,Cuddalore,26.3,0,101.03
2022,2,2,Cuddalore,25.82,0,101.11
2022,2,3,Cuddalore,26.1,0,101.07
2022,2,4,Cuddalore,26.73,0,100.9
2022,2,5,Cuddalore,27.02,0.64,101
2022,2,6,Cuddalore,26.87,0.16,101.23
2022,2,7,Cuddalore,26.47,0,101.26
2022,2,8,Cuddalore,26.12,0,101.16
2022,2,9,Cuddalore,26.12,0.04,101.13
2022,2,10,Cuddalore,26.58,2.2,101.05
2022,2,11,Cuddalore,26.76,6.43,101.04
2022,2,12,Cuddalore,26.74,1.94,101.02
2022,2,13,Cuddalore,26.61,0.1,100.95
2022,2,14,Cuddalore,26.47,0.14,100.98
2022,2,15,Cuddalore,26.23,0.07,100.96
2022,2,16,Cuddalore,26.05,0,100.78
2022,2,17,Cuddalore,26.22,0,100.69
2022,2,18,Cuddalore,26.51,0.56,100.86
2022,2,19,Cuddalore,26.67,0.08,101.08
2022,2,20,Cuddalore,26.86,0.08,101.01
2022,2,21,Cuddalore,27.03,0.01,100.87
2022,2,22,Cuddalore,27.17,1.07,101.06
2022,2,23,Cuddalore,27.07,0.32,101.31
2022,2,24,Cuddalore,26.87,0.28,101.39
2022,2,25,Cuddalore,26.58,0,101.31
2022,2,26,Cuddalore,27.23,0.42,101.28
2022,2,27,Cuddalore,27.32,0.05,101.29
2022,2,28,Cuddalore,27.37,0,101.24
2022,3,1,Cuddalore,27.19,0,101.21
2022,3,2,Cuddalore,27.23,0,101.14
2022,3,3,Cuddalore,27.38,0,101.07
2022,3,4,Cuddalore,27.52,1.42,101.01
2022,3,5,Cuddalore,27.42,0.16,100.96
2022,3,6,Cuddalore,27.53,11.22,100.9
2022,3,7,Cuddalore,27.28,5.67,101.01
2022,3,8,Cuddalore,27.51,0.02,101.05
2022,3,9,Cuddalore,27.4,0,100.97
2022,3,10,Cuddalore,27.4,0,100.93
2022,3,11,Cuddalore,27.46,0.01,100.89
2022,3,12,Cuddalore,27.49,2.19,100.82
2022,3,13,Cuddalore,27.68,0.04,100.87
2022,3,14,Cuddalore,27.86,0,100.89
2022,3,15,Cuddalore,27.8,0.69,100.77
2022,3,16,Cuddalore,27.9,0.03,100.67
2022,3,17,Cuddalore,28.3,0.76,100.64
2022,3,18,Cuddalore,28.47,0.02,100.61
2022,3,19,Cuddalore,29.14,0.47,100.58
2022,3,20,Cuddalore,29.57,1.68,100.5
2022,3,21,Cuddalore,29.68,1.32,100.56
2022,3,22,Cuddalore,29.72,1.58,100.59
2022,3,23,Cuddalore,29.55,1.12,100.61
2022,3,24,Cuddalore,29.58,0.49,100.66
2022,3,25,Cuddalore,29.63,0.41,100.77
2022,3,26,Cuddalore,29.67,0.41,100.96
2022,3,27,Cuddalore,29.85,0.16,100.97
2022,3,28,Cuddalore,29.95,0.07,100.93
2022,3,29,Cuddalore,29.87,0.1,100.79
2022,3,30,Cuddalore,29.81,0.13,100.75
2022,3,31,Cuddalore,29.65,0.26,100.79
2022,4,1,Cuddalore,29.82,0.3,100.84
2022,4,2,Cuddalore,29.92,0.45,100.94
2022,4,3,Cuddalore,29.78,0.47,100.88
2022,4,4,Cuddalore,29.94,0.53,100.96
2022,4,5,Cuddalore,30.2,0.2,101.11
2022,4,6,Cuddalore,29.96,0.62,101.1
2022,4,7,Cuddalore,29.79,0.81,100.98
2022,4,8,Cuddalore,30.07,2.84,100.91
2022,4,9,Cuddalore,29.58,2.79,100.82
2022,4,10,Cuddalore,29.61,7.34,100.75
2022,4,11,Cuddalore,29.12,5.07,100.65
2022,4,12,Cuddalore,29.3,3.42,100.6
2022,4,13,Cuddalore,29.31,5.91,100.56
2022,4,14,Cuddalore,30.22,0.54,100.64
2022,4,15,Cuddalore,30.49,1.33,100.57
2022,4,16,Cuddalore,30.43,1,100.45
2022,4,17,Cuddalore,30.17,3.05,100.52
2022,4,18,Cuddalore,30.03,1.64,100.69
2022,4,19,Cuddalore,30.62,1.16,100.82
2022,4,20,Cuddalore,30.19,0.66,100.7
2022,4,21,Cuddalore,30.37,0.71,100.68
2022,4,22,Cuddalore,30.64,2.27,100.78
2022,4,23,Cuddalore,30.11,2.54,100.84
2022,4,24,Cuddalore,30.54,0.27,100.67
2022,4,25,Cuddalore,30.3,0.08,100.61
2022,4,26,Cuddalore,30.7,0.11,100.67
2022,4,27,Cuddalore,30.88,0.15,100.65
2022,4,28,Cuddalore,30.67,0.29,100.72
2022,4,29,Cuddalore,31.1,0.67,100.67
2022,4,30,Cuddalore,31.02,0.46,100.5
2022,5,1,Cuddalore,30.54,0.79,100.38
2022,5,2,Cuddalore,31.03,0.82,100.35
2022,5,3,Cuddalore,30.49,1.28,100.46
2022,5,4,Cuddalore,30.5,1.07,100.6
2022,5,5,Cuddalore,30.38,0.83,100.53
2022,5,6,Cuddalore,31.08,2.29,100.49
2022,5,7,Cuddalore,30.99,7.92,100.4
2022,5,8,Cuddalore,30.91,6.53,100.21
2022,5,9,Cuddalore,30.89,10.35,100.07
2022,5,10,Cuddalore,30.23,8.15,100.02
2022,5,11,Cuddalore,31,3.64,100.04
2022,5,12,Cuddalore,31.03,5.8,100.26
2022,5,13,Cuddalore,30.87,1.11,100.25
2022,5,14,Cuddalore,30.94,3.83,100.29
2022,5,15,Cuddalore,29.71,21.28,100.42
2022,5,16,Cuddalore,29.64,13.39,100.37
2022,5,17,Cuddalore,29.69,2.88,100.26
2022,5,18,Cuddalore,29.77,1.48,100.29
2022,5,19,Cuddalore,29.75,0.66,100.43
2022,5,20,Cuddalore,29.76,0.25,100.53
2022,5,21,Cuddalore,29.72,0.32,100.43
2022,5,22,Cuddalore,30.3,0.15,100.25
2022,5,23,Cuddalore,30.59,0.26,100.19
2022,5,24,Cuddalore,30.12,1.88,100.43
2022,5,25,Cuddalore,29.6,3.84,100.61
2022,5,26,Cuddalore,29.36,4.08,100.64
2022,5,27,Cuddalore,29.68,3.48,100.59
2022,5,28,Cuddalore,29.68,1.04,100.48
2022,5,29,Cuddalore,29.62,1.14,100.48
2022,5,30,Cuddalore,29.75,1.58,100.41
2022,5,31,Cuddalore,30.13,0.47,100.33
2022,6,1,Cuddalore,29.73,0.2,100.3
2022,6,2,Cuddalore,30.02,0.24,100.31
2022,6,3,Cuddalore,29.55,0.25,100.32
2022,6,4,Cuddalore,29.32,0.37,100.41
2022,6,5,Cuddalore,28.62,3.03,100.42
2022,6,6,Cuddalore,28.38,5.13,100.49
2022,6,7,Cuddalore,28.87,6.37,100.49
2022,6,8,Cuddalore,28.73,1.78,100.46
2022,6,9,Cuddalore,29.18,1.78,100.41
2022,6,10,Cuddalore,29.03,0.97,100.47
2022,6,11,Cuddalore,29.46,0.84,100.53
2022,6,12,Cuddalore,29.2,1.82,100.55
2022,6,13,Cuddalore,29.39,0.46,100.62
2022,6,14,Cuddalore,29.55,2.97,100.52
2022,6,15,Cuddalore,29.01,5.65,100.49
2022,6,16,Cuddalore,29.08,9.17,100.52
2022,6,17,Cuddalore,29.01,7.01,100.55
2022,6,18,Cuddalore,29,3.88,100.56
2022,6,19,Cuddalore,29.31,4.65,100.55
2022,6,20,Cuddalore,29.55,2.64,100.44
2022,6,21,Cuddalore,29.63,0.99,100.32
2022,6,22,Cuddalore,29.13,5.12,100.5
2022,6,23,Cuddalore,29.51,3.57,100.58
2022,6,24,Cuddalore,29.68,1.63,100.48
2022,6,25,Cuddalore,29.69,0.67,100.3
2022,6,26,Cuddalore,29.62,0.77,100.35
2022,6,27,Cuddalore,29.62,1.05,100.5
2022,6,28,Cuddalore,29.74,1.11,100.45
2022,6,29,Cuddalore,30.19,0.95,100.27
2022,6,30,Cuddalore,29.98,0.49,100.28
2022,7,1,Cuddalore,30.03,2.09,100.27
2022,7,2,Cuddalore,29.35,2.78,100.22
2022,7,3,Cuddalore,29.23,1.7,100.25
2022,7,4,Cuddalore,29.91,1.82,100.25
2022,7,5,Cuddalore,29.56,0.37,100.24
2022,7,6,Cuddalore,29.71,0.66,100.38
2022,7,7,Cuddalore,29.4,2.14,100.55
2022,7,8,Cuddalore,29.58,1.97,100.48
2022,7,9,Cuddalore,29.3,2.41,100.3
2022,7,10,Cuddalore,29.86,2.85,100.33
2022,7,11,Cuddalore,29.73,0.89,100.49
2022,7,12,Cuddalore,29.64,0.53,100.45
2022,7,13,Cuddalore,29.63,1.09,100.26
2022,7,14,Cuddalore,29.56,0.55,100.19
2022,7,15,Cuddalore,29.73,0.08,100.28
2022,7,16,Cuddalore,29.12,10.95,100.41
2022,7,17,Cuddalore,29.51,2.23,100.46
2022,7,18,Cuddalore,28.76,5.02,100.56
2022,7,19,Cuddalore,29.84,0.27,100.52
2022,7,20,Cuddalore,29.45,1.62,100.5
2022,7,21,Cuddalore,29.78,6.29,100.46
2022,7,22,Cuddalore,29.05,5.25,100.51
2022,7,23,Cuddalore,29.27,5.23,100.45
2022,7,24,Cuddalore,29.26,9.98,100.48
2022,7,25,Cuddalore,29.26,3.87,100.55
2022,7,26,Cuddalore,28.59,13.8,100.65
2022,7,27,Cuddalore,29.17,1.47,100.6
2022,7,28,Cuddalore,29.47,1.36,100.66
2022,7,29,Cuddalore,29.49,1.42,100.64
2022,7,30,Cuddalore,30.15,4,100.52
2022,7,31,Cuddalore,29.78,13.37,100.35
2022,8,1,Cuddalore,29.99,9.8,100.22
2022,8,2,Cuddalore,29.31,3.11,100.14
2022,8,3,Cuddalore,28.95,7.68,100.2
2022,8,4,Cuddalore,28.76,11.48,100.24
2022,8,5,Cuddalore,29.26,0.75,100.31
2022,8,6,Cuddalore,28.98,2.6,100.31
2022,8,7,Cuddalore,29.16,2.07,100.23
2022,8,8,Cuddalore,29,0.48,100.21
2022,8,9,Cuddalore,29.38,0.04,100.21
2022,8,10,Cuddalore,29.37,0.01,100.25
2022,8,11,Cuddalore,29.76,0.2,100.36
2022,8,12,Cuddalore,29.4,0.24,100.48
2022,8,13,Cuddalore,29.23,0.28,100.48
2022,8,14,Cuddalore,29.23,0.09,100.53
2022,8,15,Cuddalore,29.26,0.34,100.67
2022,8,16,Cuddalore,29.2,1.33,100.68
2022,8,17,Cuddalore,28.82,13.54,100.7
2022,8,18,Cuddalore,28.35,2.38,100.6
2022,8,19,Cuddalore,28.37,9.06,100.56
2022,8,20,Cuddalore,28.74,2.07,100.53
2022,8,21,Cuddalore,29.02,2.45,100.48
2022,8,22,Cuddalore,28.98,14.16,100.45
2022,8,23,Cuddalore,28.94,4.03,100.45
2022,8,24,Cuddalore,28.32,5.28,100.62
2022,8,25,Cuddalore,28.3,3.6,100.53
2022,8,26,Cuddalore,28.19,1.61,100.52
2022,8,27,Cuddalore,28.55,5.03,100.47
2022,8,28,Cuddalore,28.73,5.44,100.44
2022,8,29,Cuddalore,29.22,2.87,100.53
2022,8,30,Cuddalore,29.24,2.17,100.58
2022,8,31,Cuddalore,28.9,8.02,100.56
2022,9,1,Cuddalore,28.48,11.08,100.6
2022,9,2,Cuddalore,28.96,1.88,100.66
2022,9,3,Cuddalore,29.25,2.46,100.6
2022,9,4,Cuddalore,29.32,5.99,100.54
2022,9,5,Cuddalore,29.37,3.51,100.53
2022,9,6,Cuddalore,28.98,10.65,100.51
2022,9,7,Cuddalore,28.73,5.31,100.56
2022,9,8,Cuddalore,28.89,4.85,100.54
2022,9,9,Cuddalore,29.16,2.23,100.45
2022,9,10,Cuddalore,28.9,1.1,100.47
2022,9,11,Cuddalore,28.93,1,100.45
2022,9,12,Cuddalore,29.1,0.59,100.46
2022,9,13,Cuddalore,29.37,0.33,100.68
2022,9,14,Cuddalore,29.65,0.43,100.86
2022,9,15,Cuddalore,29.09,0.42,100.9
2022,9,16,Cuddalore,29.28,0.19,100.7
2022,9,17,Cuddalore,29.38,0.59,100.65
2022,9,18,Cuddalore,29.23,2.47,100.69
2022,9,19,Cuddalore,28.9,2.2,100.66
2022,9,20,Cuddalore,28.85,0.84,100.63
2022,9,21,Cuddalore,29.65,0.1,100.6
2022,9,22,Cuddalore,29.81,0.26,100.65
2022,9,23,Cuddalore,29.23,0.56,100.71
2022,9,24,Cuddalore,29.2,1.21,100.68
2022,9,25,Cuddalore,29.35,2.62,100.58
2022,9,26,Cuddalore,29.15,9.68,100.63
2022,9,27,Cuddalore,28.87,2.86,100.55
2022,9,28,Cuddalore,29.07,4.3,100.46
2022,9,29,Cuddalore,28.78,4.66,100.49
2022,9,30,Cuddalore,28.7,26.28,100.55
2022,10,1,Cuddalore,28.4,0.55,100.57
2022,10,2,Cuddalore,29,1.16,100.49
2022,10,3,Cuddalore,28.9,0.66,100.42
2022,10,4,Cuddalore,28.92,2.31,100.43
2022,10,5,Cuddalore,28.5,34.28,100.43
2022,10,6,Cuddalore,28.31,12.05,100.47
2022,10,7,Cuddalore,28.59,3.09,100.59
2022,10,8,Cuddalore,28.95,5.81,100.69
2022,10,9,Cuddalore,28.58,11.01,100.73
2022,10,10,Cuddalore,28.57,8.17,100.86
2022,10,11,Cuddalore,28.72,4.79,100.85
2022,10,12,Cuddalore,28.84,4.51,100.84
2022,10,13,Cuddalore,29.12,2.71,100.79
2022,10,14,Cuddalore,29.3,3.26,100.68
2022,10,15,Cuddalore,29.25,5.39,100.61
2022,10,16,Cuddalore,28.84,6.72,100.83
2022,10,17,Cuddalore,28.87,5.38,100.97
2022,10,18,Cuddalore,28.78,9.5,100.94
2022,10,19,Cuddalore,28.6,5.82,100.87
2022,10,20,Cuddalore,28.62,12.35,100.91
2022,10,21,Cuddalore,28.51,9.45,101.05
2022,10,22,Cuddalore,28.7,4,101.05
2022,10,23,Cuddalore,28.5,5.14,100.95
2022,10,24,Cuddalore,28.26,1.31,100.85
2022,10,25,Cuddalore,28.07,0.04,100.93
2022,10,26,Cuddalore,28.18,0,101.05
2022,10,27,Cuddalore,28.2,0.22,101.03
2022,10,28,Cuddalore,28.57,3.7,100.91
2022,10,29,Cuddalore,28.48,7.79,100.89
2022,10,30,Cuddalore,28.45,5.47,100.88
2022,10,31,Cuddalore,27.98,12.49,100.89
2022,11,1,Cuddalore,27.57,36.15,101.03
2022,11,2,Cuddalore,27.98,12.36,100.93
2022,11,3,Cuddalore,28.01,3.75,100.93
2022,11,4,Cuddalore,27.98,4.47,101.08
2022,11,5,Cuddalore,28.04,5.78,101.17
2022,11,6,Cuddalore,27.87,5.44,101.22
2022,11,7,Cuddalore,27.62,2.99,101.16
2022,11,8,Cuddalore,27.76,3.8,101.12
2022,11,9,Cuddalore,27.87,1.09,101.05
2022,11,10,Cuddalore,27.92,4.01,100.96
2022,11,11,Cuddalore,27.66,41.01,100.76
2022,11,12,Cuddalore,27.82,3.67,100.87
2022,11,13,Cuddalore,27.68,6.3,101.04
2022,11,14,Cuddalore,27.66,3.01,101.11
2022,11,15,Cuddalore,27.54,2.27,101.12
2022,11,16,Cuddalore,27.23,0.6,101
2022,11,17,Cuddalore,26.67,0,100.96
2022,11,18,Cuddalore,-999,-999,-999
2022,11,19,Cuddalore,-999,-999,-999
2022,11,20,Cuddalore,-999,-999,-999
2022,11,21,Cuddalore,26.26,1.2,100.83
2022,11,22,Cuddalore,26.87,4.65,100.78
2022,11,23,Cuddalore,27.32,4.46,100.84
2022,11,24,Cuddalore,27.36,0.89,100.94
2022,11,25,Cuddalore,27.12,1.86,101.06
2022,11,26,Cuddalore,27.01,1.69,100.96
2022,11,27,Cuddalore,27.08,0.18,100.83
2022,11,28,Cuddalore,27.19,1.61,100.86
2022,11,29,Cuddalore,26.73,0.02,100.96
2022,11,30,Cuddalore,26.65,1.22,101.02
2022,12,1,Cuddalore,27.26,2.13,100.96
2022,12,2,Cuddalore,27.33,0.62,100.93
2022,12,3,Cuddalore,27.25,3.41,100.92
2022,12,4,Cuddalore,27.22,2.68,100.99
2022,12,5,Cuddalore,27.37,0.4,101.06
2022,12,6,Cuddalore,26.94,0.27,100.99
2022,12,7,Cuddalore,26.32,1.01,100.88
2022,12,8,Cuddalore,25.52,46.3,100.67
2022,12,9,Cuddalore,25.73,50.57,100.33
2022,12,10,Cuddalore,26.55,4.39,100.53
2022,12,11,Cuddalore,26.58,20.93,100.72
2022,12,12,Cuddalore,26.82,11.81,100.83
2022,12,13,Cuddalore,26.76,3.29,101.02
2022,12,14,Cuddalore,26.56,0.83,101.09
2022,12,15,Cuddalore,26.46,0.01,101.01
2022,12,16,Cuddalore,26.48,0.06,100.94
2022,12,17,Cuddalore,26.71,0.5,100.98
2022,12,18,Cuddalore,26.35,0.18,100.93
2022,12,19,Cuddalore,26.22,1.51,100.83
2022,12,20,Cuddalore,26.37,3.87,100.79
2022,12,21,Cuddalore,26.38,3.72,100.83
2022,12,22,Cuddalore,26.29,3.41,100.81
2022,12,23,Cuddalore,26.1,0.78,100.79
2022,12,24,Cuddalore,26.41,2.4,100.83
2022,12,25,Cuddalore,26.38,10.07,100.9
2022,12,26,Cuddalore,26.58,3.89,101.14
2022,12,27,Cuddalore,26.52,2.28,101.29
2022,12,28,Cuddalore,26.34,0.13,101.41
2022,12,29,Cuddalore,26.25,0.33,101.54
2022,12,30,Cuddalore,26.08,0.06,101.6
2020,1,1,Kallakurichi,24.51,0.81,98.03
2020,1,2,Kallakurichi,25.23,0.09,98.14
2020,1,3,Kallakurichi,25.48,0,98.05
2020,1,4,Kallakurichi,26.08,0,97.87
2020,1,5,Kallakurichi,25.8,0.1,97.88
2020,1,6,Kallakurichi,24.75,1.13,98.07
2020,1,7,Kallakurichi,24.29,0.67,98.06
2020,1,8,Kallakurichi,24.22,0.12,98
2020,1,9,Kallakurichi,23.5,0,97.99
2020,1,10,Kallakurichi,23.02,0,98.02
2020,1,11,Kallakurichi,22.41,0,98.1
2020,1,12,Kallakurichi,23.4,0,98.01
2020,1,13,Kallakurichi,23.35,0,97.89
2020,1,14,Kallakurichi,22.67,0,97.89
2020,1,15,Kallakurichi,22.26,0,97.94
2020,1,16,Kallakurichi,23.26,0,97.93
2020,1,17,Kallakurichi,24.62,0.07,97.93
2020,1,18,Kallakurichi,25,4.35,97.9
2020,1,19,Kallakurichi,25.06,0.4,97.97
2020,1,20,Kallakurichi,24.8,0,98.06
